Time,Vx,Vy
-0.0028125,-0.043645722,-0.015134505
-0.002786458,-0.045103009,-0.015134505
-0.002760417,-0.043645722,-0.015134505
-0.002734375,-0.043645722,-0.014456113
-0.002708333,-0.043645722,-0.014456113
-0.002682292,-0.043645722,-0.015134505
-0.00265625,-0.043645722,-0.015134505
-0.002630208,-0.043645722,-0.015812897
-0.002604167,-0.043645722,-0.015134505
-0.002578125,-0.045103009,-0.015812897
-0.002552083,-0.043645722,-0.015812897
-0.002526042,-0.043645722,-0.015134505
-0.0025,-0.043645722,-0.014456113
-0.002473958,-0.043645722,-0.014456113
-0.002447917,-0.045103009,-0.014456113
-0.002421875,-0.043645722,-0.013777721
-0.002395833,-0.043645722,-0.014456113
-0.002369792,-0.043645722,-0.013777721
-0.00234375,-0.043645722,-0.014456113
-0.002317708,-0.042188436,-0.013777721
-0.002291667,-0.043645722,-0.013777721
-0.002265625,-0.043645722,-0.014456113
-0.002239583,-0.043645722,-0.014456113
-0.002213542,-0.043645722,-0.013777721
-0.0021875,-0.043645722,-0.015134505
-0.002161458,-0.043645722,-0.014456113
-0.002135417,-0.043645722,-0.014456113
-0.002109375,-0.045103009,-0.014456113
-0.002083333,-0.045103009,-0.013099329
-0.002057292,-0.045103009,-0.013777721
-0.00203125,-0.043645722,-0.013099329
-0.002005208,-0.043645722,-0.013777721
-0.001979167,-0.043645722,-0.013777721
-0.001953125,-0.043645722,-0.014456113
-0.001927083,-0.043645722,-0.014456113
-0.001901042,-0.043645722,-0.015134505
-0.001875,-0.043645722,-0.015134505
-0.001848958,-0.043645722,-0.015134505
-0.001822917,-0.045103009,-0.014456113
-0.001796875,-0.043645722,-0.013777721
-0.001770833,-0.043645722,-0.014456113
-0.001744792,-0.043645722,-0.014456113
-0.00171875,-0.043645722,-0.014456113
-0.001692708,-0.043645722,-0.013777721
-0.001666667,-0.043645722,-0.013777721
-0.001640625,-0.043645722,-0.014456113
-0.001614583,-0.043645722,-0.015134505
-0.001588542,-0.043645722,-0.014456113
-0.0015625,-0.042188436,-0.014456113
-0.001536458,-0.042188436,-0.013777721
-0.001510417,-0.042188436,-0.014456113
-0.001484375,-0.042188436,-0.013099329
-0.001458333,-0.045103009,-0.014456113
-0.001432292,-0.043645722,-0.014456113
-0.00140625,-0.045103009,-0.013777721
-0.001380208,-0.043645722,-0.013777721
-0.001354167,-0.043645722,-0.013099329
-0.001328125,-0.042188436,-0.013777721
-0.001302083,-0.043645722,-0.013777721
-0.001276042,-0.045103009,-0.013777721
-0.00125,-0.043645722,-0.013777721
-0.001223958,-0.043645722,-0.014456113
-0.001197917,-0.043645722,-0.014456113
-0.001171875,-0.043645722,-0.014456113
-0.001145833,-0.043645722,-0.014456113
-0.001119792,-0.043645722,-0.013777721
-0.00109375,-0.043645722,-0.013777721
-0.001067708,-0.043645722,-0.014456113
-0.001041667,-0.043645722,-0.014456113
-0.001015625,-0.043645722,-0.014456113
-0.000989583,-0.043645722,-0.014456113
-0.000963542,-0.043645722,-0.014456113
-0.0009375,-0.043645722,-0.014456113
-0.000911458,-0.042188436,-0.013099329
-0.000885417,-0.043645722,-0.012420937
-0.000859375,-0.042188436,-0.013099329
-0.000833333,-0.043645722,-0.013099329
-0.000807292,-0.043645722,-0.013777721
-0.00078125,-0.043645722,-0.013099329
-0.000755208,-0.042188436,-0.013099329
-0.000729167,-0.043645722,-0.014456113
-0.000703125,-0.043645722,-0.013777721
-0.000677083,-0.042188436,-0.013099329
-0.000651042,-0.042188436,-0.013099329
-0.000625,-0.043645722,-0.013099329
-0.000598958,-0.043645722,-0.013099329
-0.000572917,-0.043645722,-0.013099329
-0.000546875,-0.043645722,-0.013777721
-0.000520833,-0.043645722,-0.013099329
-0.000494792,-0.043645722,-0.013099329
-0.00046875,-0.043645722,-0.013099329
-0.000442708,-0.043645722,-0.013777721
-0.000416667,-0.043645722,-0.013777721
-0.000390625,-0.042188436,-0.013777721
-0.000364583,-0.043645722,-0.014456113
-0.000338542,-0.043645722,-0.015134505
-0.0003125,-0.043645722,-0.014456113
-0.000286458,-0.043645722,-0.015134505
-0.000260417,-0.045103009,-0.014456113
-0.000234375,-0.043645722,-0.013777721
-0.000208333,-0.045103009,-0.014456113
-0.000182292,-0.043645722,-0.015134505
-0.00015625,-0.043645722,-0.014456113
-0.000130208,-0.043645722,-0.015134505
-0.000104167,-0.043645722,-0.014456113
-7.81E-05,-0.043645722,-0.014456113
-5.21E-05,-0.043645722,-0.013777721
-2.60E-05,-0.043645722,-0.014456113
-1.38E-10,2.445399477,0.718885651
2.60E-05,2.341932142,0.64426253
5.21E-05,2.347761287,0.644940922
7.81E-05,2.35067586,0.646297706
0.000104167,2.352133147,0.646297706
0.000130208,2.353590433,0.646297706
0.00015625,2.35504772,0.646976098
0.000182292,2.356505006,0.646976098
0.000208333,2.356505006,0.64765449
0.000234375,2.359419579,0.64765449
0.000260417,2.359419579,0.648332882
0.000286458,2.360876865,0.649011274
0.0003125,2.363791438,0.649011274
0.000338542,2.363791438,0.649689666
0.000364583,2.363791438,0.649689666
0.000390625,2.365248724,0.649689666
0.000416667,2.368163297,0.649011274
0.000442708,2.369620584,0.649011274
0.00046875,2.369620584,0.650368058
0.000494792,2.372535157,0.649689666
0.000520833,2.372535157,0.649689666
0.000546875,2.372535157,0.649689666
0.000572917,2.373992443,0.649689666
0.000598958,2.372535157,0.649689666
0.000625,2.372535157,0.649689666
0.000651042,2.373992443,0.650368058
0.000677083,2.373992443,0.650368058
0.000703125,2.375449729,0.650368058
0.000729167,2.375449729,0.650368058
0.000755208,2.376907016,0.65104645
0.00078125,2.376907016,0.65104645
0.000807292,2.376907016,0.651724842
0.000833333,2.379821589,0.651724842
0.000859375,2.378364302,0.651724842
0.000885417,2.379821589,0.651724842
0.000911458,2.378364302,0.651724842
0.0009375,2.379821589,0.652403234
0.000963542,2.381278875,0.652403234
0.000989583,2.381278875,0.651724842
0.001015625,2.381278875,0.651724842
0.001041667,2.381278875,0.65104645
0.001067708,2.382736161,0.65104645
0.00109375,2.382736161,0.651724842
0.001119792,2.382736161,0.65104645
0.001145833,2.382736161,0.65104645
0.001171875,2.384193448,0.65104645
0.001197917,2.384193448,0.65104645
0.001223958,2.384193448,0.651724842
0.00125,2.385650734,0.651724842
0.001276042,2.385650734,0.651724842
0.001302083,2.385650734,0.651724842
0.001328125,2.387108021,0.651724842
0.001354167,2.387108021,0.652403234
0.001380208,2.388565307,0.653081626
0.00140625,2.388565307,0.652403234
0.001432292,2.387108021,0.652403234
0.001458333,2.388565307,0.651724842
0.001484375,2.388565307,0.652403234
0.001510417,2.388565307,0.652403234
0.001536458,2.388565307,0.652403234
0.0015625,2.388565307,0.652403234
0.001588541,2.390022594,0.652403234
0.001614583,2.390022594,0.651724842
0.001640625,2.390022594,0.652403234
0.001666666,2.392937166,0.651724842
0.001692708,2.392937166,0.652403234
0.00171875,2.392937166,0.651724842
0.001744791,2.392937166,0.651724842
0.001770833,2.392937166,0.651724842
0.001796875,2.392937166,0.651724842
0.001822916,2.392937166,0.651724842
0.001848958,2.392937166,0.651724842
0.001875,2.394394453,0.652403234
0.001901041,2.394394453,0.653081626
0.001927083,2.394394453,0.653760018
0.001953125,2.394394453,0.653081626
0.001979166,2.394394453,0.653760018
0.002005208,2.395851739,0.653081626
0.00203125,2.395851739,0.653760018
0.002057291,2.395851739,0.653081626
0.002083333,2.395851739,0.653081626
0.002109375,2.397309026,0.653760018
0.002135416,2.395851739,0.653081626
0.002161458,2.397309026,0.653081626
0.0021875,2.397309026,0.652403234
0.002213541,2.397309026,0.653760018
0.002239583,2.397309026,0.653081626
0.002265625,2.397309026,0.653081626
0.002291666,2.398766312,0.653081626
0.002317708,2.398766312,0.653081626
0.00234375,2.398766312,0.653081626
0.002369791,2.398766312,0.653081626
0.002395833,2.398766312,0.652403234
0.002421875,2.398766312,0.653081626
0.002447916,2.400223598,0.653760018
0.002473958,2.398766312,0.653081626
0.0025,2.400223598,0.653081626
0.002526041,2.400223598,0.653760018
0.002552083,2.400223598,0.653081626
0.002578125,2.401680885,0.653760018
0.002604166,2.401680885,0.653760018
0.002630208,2.401680885,0.653081626
0.00265625,2.401680885,0.653760018
0.002682291,2.400223598,0.653081626
0.002708333,2.401680885,0.653081626
0.002734375,2.401680885,0.652403234
0.002760416,2.401680885,0.652403234
0.002786458,2.401680885,0.652403234
0.0028125,2.401680885,0.652403234
0.002838541,2.403138171,0.653081626
0.002864583,2.403138171,0.653760018
0.002890625,2.403138171,0.653760018
0.002916666,2.403138171,0.653760018
0.002942708,2.403138171,0.65443841
0.00296875,2.403138171,0.65443841
0.002994791,2.404595458,0.65443841
0.003020833,2.404595458,0.65443841
0.003046875,2.404595458,0.653760018
0.003072916,2.404595458,0.653760018
0.003098958,2.404595458,0.653760018
0.003125,2.406052744,0.653760018
0.003151041,2.404595458,0.65443841
0.003177083,2.404595458,0.65443841
0.003203125,2.406052744,0.65443841
0.003229166,2.406052744,0.653760018
0.003255208,2.406052744,0.653760018
0.00328125,2.404595458,0.653760018
0.003307291,2.407510031,0.653081626
0.003333333,2.407510031,0.653081626
0.003359375,2.406052744,0.653760018
0.003385416,2.407510031,0.652403234
0.003411458,2.407510031,0.653760018
0.0034375,2.406052744,0.653081626
0.003463541,2.407510031,0.653081626
0.003489583,2.407510031,0.653760018
0.003515625,2.407510031,0.653760018
0.003541666,2.407510031,0.65443841
0.003567708,2.408967317,0.65443841
0.00359375,2.410424603,0.65443841
0.003619791,2.410424603,0.653081626
0.003645833,2.410424603,0.65443841
0.003671875,2.410424603,0.65443841
0.003697916,2.41188189,0.65443841
0.003723958,2.41188189,0.65443841
0.00375,2.41188189,0.653760018
0.003776041,2.410424603,0.653081626
0.003802083,2.410424603,0.653760018
0.003828125,2.41188189,0.653081626
0.003854166,2.41188189,0.653081626
0.003880208,2.41188189,0.653081626
0.00390625,2.41188189,0.653081626
0.003932291,2.413339176,0.653760018
0.003958333,2.41188189,0.653760018
0.003984375,2.414796463,0.655116802
0.004010416,2.413339176,0.653760018
0.004036458,2.413339176,0.653760018
0.0040625,2.414796463,0.653760018
0.004088541,2.413339176,0.653760018
0.004114583,2.414796463,0.653760018
0.004140625,2.414796463,0.653081626
0.004166666,2.414796463,0.653760018
0.004192708,2.414796463,0.653760018
0.00421875,2.414796463,0.653760018
0.004244791,2.414796463,0.653081626
0.004270833,2.414796463,0.653081626
0.004296875,2.414796463,0.653081626
0.004322916,2.414796463,0.652403234
0.004348958,2.416253749,0.653081626
0.004375,2.416253749,0.653760018
0.004401041,2.416253749,0.653760018
0.004427083,2.417711035,0.653081626
0.004453125,2.417711035,0.653760018
0.004479166,2.417711035,0.65443841
0.004505208,2.417711035,0.653760018
0.00453125,2.416253749,0.653760018
0.004557291,2.417711035,0.653081626
0.004583333,2.419168322,0.653760018
0.004609375,2.417711035,0.65443841
0.004635416,2.420625608,0.653760018
0.004661458,2.419168322,0.653760018
0.0046875,2.419168322,0.653760018
0.004713541,2.419168322,0.653081626
0.004739583,2.419168322,0.653081626
0.004765625,2.420625608,0.653760018
0.004791666,2.420625608,0.653760018
0.004817708,2.420625608,0.653760018
0.00484375,2.419168322,0.653081626
0.004869791,2.419168322,0.653081626
0.004895833,2.420625608,0.653760018
0.004921875,2.420625608,0.653081626
0.004947916,2.420625608,0.653081626
0.004973958,2.420625608,0.653760018
0.005,2.420625608,0.653760018
0.005026041,2.420625608,0.653760018
0.005052083,2.420625608,0.653081626
0.005078125,2.420625608,0.653760018
0.005104166,2.422082895,0.652403234
0.005130208,2.422082895,0.653081626
0.00515625,2.422082895,0.652403234
0.005182291,2.422082895,0.653081626
0.005208333,2.422082895,0.653760018
0.005234375,2.422082895,0.653760018
0.005260416,2.422082895,0.65443841
0.005286458,2.422082895,0.653760018
0.0053125,2.423540181,0.653081626
0.005338541,2.422082895,0.653760018
0.005364583,2.423540181,0.653081626
0.005390625,2.423540181,0.653760018
0.005416666,2.423540181,0.653760018
0.005442708,2.423540181,0.653081626
0.00546875,2.423540181,0.652403234
0.005494791,2.423540181,0.653081626
0.005520833,2.423540181,0.653081626
0.005546875,2.423540181,0.653760018
0.005572916,2.424997468,0.65443841
0.005598958,2.426454754,0.653760018
0.005625,2.424997468,0.653760018
0.005651041,2.424997468,0.653760018
0.005677083,2.426454754,0.653760018
0.005703125,2.426454754,0.653081626
0.005729166,2.426454754,0.653760018
0.005755208,2.42791204,0.653081626
0.00578125,2.426454754,0.652403234
0.005807291,2.426454754,0.652403234
0.005833333,2.426454754,0.653760018
0.005859375,2.426454754,0.653760018
0.005885416,2.426454754,0.653081626
0.005911458,2.426454754,0.653081626
0.0059375,2.426454754,0.653081626
0.005963541,2.42791204,0.653081626
0.005989583,2.42791204,0.653081626
0.006015625,2.429369327,0.653081626
0.006041666,2.429369327,0.653081626
0.006067708,2.42791204,0.652403234
0.00609375,2.42791204,0.653081626
0.006119791,2.42791204,0.653760018
0.006145833,2.42791204,0.653081626
0.006171875,2.429369327,0.653081626
0.006197916,2.42791204,0.652403234
0.006223958,2.42791204,0.653760018
0.00625,2.42791204,0.653081626
0.006276041,2.429369327,0.653081626
0.006302083,2.429369327,0.653081626
0.006328125,2.430826613,0.653760018
0.006354166,2.430826613,0.653081626
0.006380208,2.429369327,0.653081626
0.00640625,2.429369327,0.653760018
0.006432291,2.429369327,0.653081626
0.006458333,2.430826613,0.653081626
0.006484375,2.430826613,0.653081626
0.006510416,2.430826613,0.652403234
0.006536458,2.4322839,0.652403234
0.0065625,2.433741186,0.652403234
0.006588541,2.4322839,0.652403234
0.006614583,2.430826613,0.653081626
0.006640625,2.4322839,0.653760018
0.006666666,2.433741186,0.652403234
0.006692708,2.433741186,0.653081626
0.00671875,2.433741186,0.653081626
0.006744791,2.433741186,0.652403234
0.006770833,2.433741186,0.653081626
0.006796875,2.435198472,0.653081626
0.006822916,2.433741186,0.653760018
0.006848958,2.433741186,0.653760018
0.006875,2.433741186,0.653081626
0.006901041,2.435198472,0.65443841
0.006927083,2.433741186,0.653760018
0.006953125,2.433741186,0.653081626
0.006979166,2.433741186,0.653081626
0.007005208,2.433741186,0.653081626
0.00703125,2.433741186,0.653081626
0.007057291,2.433741186,0.653081626
0.007083333,2.433741186,0.653760018
0.007109375,2.435198472,0.653760018
0.007135416,2.435198472,0.653081626
0.007161458,2.435198472,0.653760018
0.0071875,2.436655759,0.653081626
0.007213541,2.435198472,0.653081626
0.007239583,2.436655759,0.653081626
0.007265625,2.436655759,0.653081626
0.007291666,2.435198472,0.653081626
0.007317708,2.435198472,0.652403234
0.00734375,2.435198472,0.653081626
0.007369791,2.436655759,0.652403234
0.007395833,2.436655759,0.653081626
0.007421875,2.436655759,0.653081626
0.007447916,2.436655759,0.653081626
0.007473958,2.436655759,0.653081626
0.0075,2.438113045,0.653081626
0.007526041,2.438113045,0.652403234
0.007552083,2.438113045,0.652403234
0.007578125,2.439570332,0.652403234
0.007604166,2.439570332,0.653081626
0.007630208,2.439570332,0.653081626
0.00765625,2.439570332,0.652403234
0.007682291,2.441027618,0.652403234
0.007708333,2.441027618,0.652403234
0.007734375,2.441027618,0.652403234
0.007760416,2.441027618,0.653081626
0.007786458,2.441027618,0.653081626
0.0078125,2.441027618,0.653760018
0.007838541,2.441027618,0.653081626
0.007864583,2.441027618,0.653081626
0.007890625,2.442484905,0.652403234
0.007916666,2.442484905,0.653081626
0.007942708,2.442484905,0.653081626
0.00796875,2.442484905,0.653081626
0.007994791,2.442484905,0.652403234
0.008020833,2.442484905,0.653081626
0.008046875,2.442484905,0.653081626
0.008072916,2.442484905,0.653081626
0.008098958,2.443942191,0.652403234
0.008125,2.443942191,0.652403234
0.008151041,2.443942191,0.651724842
0.008177083,2.442484905,0.653081626
0.008203125,2.443942191,0.652403234
0.008229166,2.443942191,0.653081626
0.008255208,2.443942191,0.653081626
0.00828125,2.443942191,0.651724842
0.008307291,2.443942191,0.651724842
0.008333333,2.443942191,0.651724842
0.008359375,2.443942191,0.653081626
0.008385416,2.445399477,0.652403234
0.008411458,2.445399477,0.653081626
0.0084375,2.445399477,0.652403234
0.008463541,2.443942191,0.652403234
0.008489583,2.445399477,0.653081626
0.008515625,2.445399477,0.653081626
0.008541666,2.445399477,0.653760018
0.008567708,2.445399477,0.653760018
0.00859375,2.443942191,0.653760018
0.008619791,2.445399477,0.653081626
0.008645833,2.446856764,0.653081626
0.008671875,2.446856764,0.653760018
0.008697916,2.446856764,0.653081626
0.008723958,2.446856764,0.653081626
0.00875,2.446856764,0.653081626
0.008776041,2.446856764,0.652403234
0.008802083,2.446856764,0.652403234
0.008828125,2.446856764,0.652403234
0.008854166,2.446856764,0.652403234
0.008880208,2.44831405,0.652403234
0.00890625,2.446856764,0.651724842
0.008932291,2.446856764,0.652403234
0.008958333,2.44831405,0.653081626
0.008984375,2.44831405,0.652403234
0.009010416,2.44831405,0.652403234
0.009036458,2.446856764,0.653081626
0.0090625,2.44831405,0.652403234
0.009088541,2.44831405,0.652403234
0.009114583,2.44831405,0.653081626
0.009140625,2.449771337,0.653081626
0.009166666,2.44831405,0.653081626
0.009192708,2.449771337,0.652403234
0.00921875,2.44831405,0.652403234
0.009244791,2.449771337,0.651724842
0.009270833,2.449771337,0.652403234
0.009296875,2.449771337,0.652403234
0.009322916,2.449771337,0.651724842
0.009348958,2.449771337,0.651724842
0.009375,2.449771337,0.652403234
0.009401041,2.449771337,0.653081626
0.009427083,2.44831405,0.653081626
0.009453125,2.449771337,0.653081626
0.009479166,2.449771337,0.653081626
0.009505208,2.449771337,0.652403234
0.00953125,2.449771337,0.652403234
0.009557291,2.449771337,0.653081626
0.009583333,2.451228623,0.652403234
0.009609375,2.449771337,0.652403234
0.009635416,2.451228623,0.653081626
0.009661458,2.451228623,0.653081626
0.0096875,2.451228623,0.652403234
0.009713541,2.451228623,0.653081626
0.009739583,2.451228623,0.653081626
0.009765625,2.451228623,0.652403234
0.009791666,2.451228623,0.652403234
0.009817708,2.451228623,0.652403234
0.00984375,2.451228623,0.652403234
0.009869791,2.451228623,0.653081626
0.009895833,2.451228623,0.653760018
0.009921875,2.452685909,0.653081626
0.009947916,2.452685909,0.652403234
0.009973958,2.452685909,0.653081626
0.01,2.452685909,0.652403234
0.010026041,2.452685909,0.651724842
0.010052083,2.454143196,0.651724842
0.010078125,2.454143196,0.651724842
0.010104166,2.454143196,0.651724842
0.010130208,2.454143196,0.652403234
0.01015625,2.454143196,0.651724842
0.010182291,2.454143196,0.652403234
0.010208333,2.454143196,0.651724842
0.010234375,2.455600482,0.652403234
0.010260416,2.455600482,0.653081626
0.010286458,2.455600482,0.651724842
0.0103125,2.454143196,0.652403234
0.010338541,2.454143196,0.652403234
0.010364583,2.455600482,0.652403234
0.010390625,2.454143196,0.652403234
0.010416666,2.455600482,0.651724842
0.010442708,2.455600482,0.653081626
0.01046875,2.457057769,0.652403234
0.010494791,2.457057769,0.651724842
0.010520833,2.457057769,0.651724842
0.010546875,2.455600482,0.651724842
0.010572916,2.455600482,0.652403234
0.010598958,2.455600482,0.652403234
0.010625,2.457057769,0.652403234
0.010651041,2.457057769,0.652403234
0.010677083,2.457057769,0.651724842
0.010703125,2.455600482,0.652403234
0.010729166,2.457057769,0.651724842
0.010755208,2.457057769,0.65104645
0.01078125,2.458515055,0.651724842
0.010807291,2.458515055,0.652403234
0.010833333,2.459972342,0.651724842
0.010859375,2.458515055,0.652403234
0.010885416,2.458515055,0.652403234
0.010911458,2.458515055,0.652403234
0.0109375,2.458515055,0.652403234
0.010963541,2.458515055,0.653081626
0.010989583,2.459972342,0.652403234
0.011015625,2.459972342,0.651724842
0.011041666,2.459972342,0.651724842
0.011067708,2.459972342,0.651724842
0.01109375,2.459972342,0.651724842
0.011119791,2.459972342,0.651724842
0.011145833,2.459972342,0.651724842
0.011171875,2.459972342,0.65104645
0.011197916,2.462886914,0.65104645
0.011223958,2.461429628,0.651724842
0.01125,2.462886914,0.65104645
0.011276041,2.462886914,0.65104645
0.011302083,2.462886914,0.65104645
0.011328125,2.461429628,0.65104645
0.011354166,2.461429628,0.651724842
0.011380208,2.459972342,0.651724842
0.01140625,2.461429628,0.65104645
0.011432291,2.459972342,0.65104645
0.011458333,2.462886914,0.651724842
0.011484375,2.462886914,0.65104645
0.011510416,2.462886914,0.65104645
0.011536458,2.462886914,0.651724842
0.0115625,2.462886914,0.651724842
0.011588541,2.462886914,0.651724842
0.011614583,2.462886914,0.65104645
0.011640625,2.462886914,0.65104645
0.011666666,2.462886914,0.65104645
0.011692708,2.464344201,0.65104645
0.01171875,2.464344201,0.65104645
0.011744791,2.464344201,0.650368058
0.011770833,2.465801487,0.650368058
0.011796875,2.464344201,0.650368058
0.011822916,2.464344201,0.650368058
0.011848958,2.465801487,0.649689666
0.011875,2.465801487,0.65104645
0.011901041,2.464344201,0.650368058
0.011927083,2.465801487,0.65104645
0.011953125,2.465801487,0.65104645
0.011979166,2.465801487,0.651724842
0.012005208,2.465801487,0.65104645
0.01203125,2.465801487,0.65104645
0.012057291,2.465801487,0.65104645
0.012083333,2.465801487,0.650368058
0.012109375,2.465801487,0.65104645
0.012135416,2.467258774,0.650368058
0.012161458,2.465801487,0.650368058
0.0121875,2.46871606,0.65104645
0.012213541,2.46871606,0.650368058
0.012239583,2.46871606,0.650368058
0.012265625,2.46871606,0.649689666
0.012291666,2.467258774,0.650368058
0.012317708,2.46871606,0.650368058
0.01234375,2.46871606,0.651724842
0.012369791,2.467258774,0.65104645
0.012395833,2.46871606,0.65104645
0.012421875,2.467258774,0.650368058
0.012447916,2.46871606,0.651724842
0.012473958,2.46871606,0.65104645
0.0125,2.46871606,0.65104645
0.012526041,2.46871606,0.65104645
0.012552083,2.46871606,0.650368058
0.012578125,2.470173346,0.650368058
0.012604166,2.46871606,0.650368058
0.012630208,2.46871606,0.650368058
0.01265625,2.46871606,0.650368058
0.012682291,2.46871606,0.650368058
0.012708333,2.46871606,0.650368058
0.012734375,2.46871606,0.649689666
0.012760416,2.46871606,0.649689666
0.012786458,2.470173346,0.650368058
0.0128125,2.46871606,0.65104645
0.012838541,2.46871606,0.650368058
0.012864583,2.470173346,0.650368058
0.012890625,2.470173346,0.650368058
0.012916666,2.470173346,0.65104645
0.012942708,2.470173346,0.65104645
0.01296875,2.46871606,0.650368058
0.012994791,2.46871606,0.650368058
0.013020833,2.470173346,0.651724842
0.013046875,2.471630633,0.65104645
0.013072916,2.471630633,0.650368058
0.013098958,2.470173346,0.650368058
0.013125,2.471630633,0.650368058
0.013151041,2.471630633,0.65104645
0.013177083,2.471630633,0.650368058
0.013203125,2.471630633,0.650368058
0.013229166,2.471630633,0.650368058
0.013255208,2.471630633,0.649011274
0.01328125,2.473087919,0.649689666
0.013307291,2.471630633,0.650368058
0.013333333,2.471630633,0.649011274
0.013359375,2.473087919,0.649011274
0.013385416,2.473087919,0.649689666
0.013411458,2.473087919,0.650368058
0.0134375,2.473087919,0.649689666
0.013463541,2.473087919,0.649689666
0.013489583,2.473087919,0.649689666
0.013515625,2.473087919,0.649689666
0.013541666,2.474545206,0.650368058
0.013567708,2.473087919,0.65104645
0.01359375,2.474545206,0.649689666
0.013619791,2.473087919,0.649689666
0.013645833,2.473087919,0.649689666
0.013671875,2.474545206,0.649011274
0.013697916,2.473087919,0.649689666
0.013723958,2.474545206,0.649011274
0.01375,2.474545206,0.649011274
0.013776041,2.476002492,0.649011274
0.013802083,2.474545206,0.649011274
0.013828125,2.474545206,0.649689666
0.013854166,2.476002492,0.649689666
0.013880208,2.476002492,0.649689666
0.01390625,2.476002492,0.649689666
0.013932291,2.476002492,0.650368058
0.013958333,2.476002492,0.649689666
0.013984375,2.476002492,0.649689666
0.014010416,2.476002492,0.650368058
0.014036458,2.474545206,0.650368058
0.0140625,2.476002492,0.650368058
0.014088541,2.476002492,0.649689666
0.014114583,2.476002492,0.650368058
0.014140625,2.476002492,0.649011274
0.014166666,2.476002492,0.650368058
0.014192708,2.476002492,0.650368058
0.01421875,2.476002492,0.650368058
0.014244791,2.476002492,0.649689666
0.014270833,2.476002492,0.650368058
0.014296875,2.477459779,0.650368058
0.014322916,2.477459779,0.649689666
0.014348958,2.476002492,0.649011274
0.014375,2.478917065,0.649689666
0.014401041,2.478917065,0.649011274
0.014427083,2.477459779,0.648332882
0.014453125,2.478917065,0.648332882
0.014479166,2.477459779,0.648332882
0.014505208,2.477459779,0.649011274
0.01453125,2.477459779,0.649689666
0.014557291,2.478917065,0.649689666
0.014583333,2.478917065,0.649689666
0.014609375,2.478917065,0.649689666
0.014635416,2.478917065,0.649689666
0.014661458,2.478917065,0.649011274
0.0146875,2.478917065,0.649011274
0.014713541,2.480374351,0.648332882
0.014739583,2.478917065,0.648332882
0.014765625,2.478917065,0.648332882
0.014791666,2.480374351,0.648332882
0.014817708,2.478917065,0.649689666
0.01484375,2.478917065,0.649011274
0.014869791,2.478917065,0.649011274
0.014895833,2.478917065,0.649011274
0.014921875,2.478917065,0.649011274
0.014947916,2.480374351,0.649011274
0.014973958,2.481831638,0.649011274
0.015,2.481831638,0.649689666
0.015026041,2.480374351,0.649011274
0.015052083,2.480374351,0.648332882
0.015078125,2.481831638,0.649011274
0.015104166,2.481831638,0.649011274
